designation,title,connector_pin,signal_name,io_type,rim,slot,pin,io_id,rim_name,part_number,ecat_id,ecat_offset,ecat_length
J1,09665116502,16,NetJ1_1,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,16,NetJ1_1,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,16,NetJ1_1,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,16,NetJ1_1,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,16,NetJ1_1,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,17,NetJ1_1,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,17,NetJ1_1,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,17,NetJ1_1,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,17,NetJ1_1,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,17,NetJ1_1,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,17,NetJ1_1,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,17,NetJ1_1,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,17,NetJ1_1,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,17,NetJ1_1,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,17,NetJ1_1,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,17,NetJ1_1,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,17,NetJ1_1,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,17,NetJ1_1,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,17,NetJ1_1,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,30,WATER_LEAK-_1,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,30,WATER_LEAK-_1,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,30,WATER_LEAK-_1,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,30,WATER_LEAK-_1,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,30,WATER_LEAK-_1,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,30,WATER_LEAK-_1,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,30,WATER_LEAK-_1,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,30,WATER_LEAK-_1,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,30,WATER_LEAK-_1,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,30,WATER_LEAK-_1,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,30,WATER_LEAK-_1,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,30,WATER_LEAK-_1,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,30,WATER_LEAK-_1,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,30,WATER_LEAK-_1,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,31,WATER_LEAK-_2,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,31,WATER_LEAK-_2,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,31,WATER_LEAK-_2,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,31,WATER_LEAK-_2,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,31,WATER_LEAK-_2,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,31,WATER_LEAK-_2,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,31,WATER_LEAK-_2,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,31,WATER_LEAK-_2,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,31,WATER_LEAK-_2,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,31,WATER_LEAK-_2,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,31,WATER_LEAK-_2,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,31,WATER_LEAK-_2,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,31,WATER_LEAK-_2,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,31,WATER_LEAK-_2,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,32,0VDC,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,32,0VDC,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,32,0VDC,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,32,0VDC,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,32,0VDC,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,32,0VDC,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,32,0VDC,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,32,0VDC,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,32,0VDC,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,32,0VDC,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,32,0VDC,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,32,0VDC,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,32,0VDC,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,33,0VDC,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,33,0VDC,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,33,0VDC,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,33,0VDC,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,33,0VDC,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,33,0VDC,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,33,0VDC,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,33,0VDC,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,33,0VDC,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,33,0VDC,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,33,0VDC,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,33,0VDC,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,33,0VDC,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,34,0VDC,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,34,0VDC,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,34,0VDC,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,34,0VDC,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,34,0VDC,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,34,0VDC,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,34,0VDC,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,34,0VDC,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,34,0VDC,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,34,0VDC,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,34,0VDC,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,34,0VDC,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,34,0VDC,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,35,CHASSIS_GND,Power,1,-1,-1,,,12-201473-01,,,
J1,09665116502,36,0VDC,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,36,0VDC,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,36,0VDC,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,36,0VDC,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,36,0VDC,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,36,0VDC,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,36,0VDC,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,36,0VDC,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,36,0VDC,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,36,0VDC,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,36,0VDC,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,36,0VDC,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,36,0VDC,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,37,CHASSIS_GND,Power,1,-1,-1,,,12-201473-01,,,
J1,09665116502,38,0VDC,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,38,0VDC,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,38,0VDC,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,38,0VDC,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,38,0VDC,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,38,0VDC,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,38,0VDC,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,38,0VDC,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,38,0VDC,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,38,0VDC,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,38,0VDC,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,38,0VDC,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,38,0VDC,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,39,CHASSIS_GND,Power,1,-1,-1,,,12-201473-01,,,
J1,09665116502,40,0VDC,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,40,0VDC,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,40,0VDC,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,40,0VDC,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,40,0VDC,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,40,0VDC,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,40,0VDC,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,40,0VDC,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,40,0VDC,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,40,0VDC,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,40,0VDC,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,40,0VDC,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,40,0VDC,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,41,CHASSIS_GND,Power,1,-1,-1,,,12-201473-01,,,
J1,09665116502,42,0VDC,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,42,0VDC,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,42,0VDC,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,42,0VDC,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,42,0VDC,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,42,0VDC,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,42,0VDC,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,42,0VDC,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,42,0VDC,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,42,0VDC,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,42,0VDC,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,42,0VDC,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,42,0VDC,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,43,CHASSIS_GND,Power,1,-1,-1,,,12-201473-01,,,
J1,09665116502,44,0VDC,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,44,0VDC,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,44,0VDC,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,44,0VDC,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,44,0VDC,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,44,0VDC,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,44,0VDC,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,44,0VDC,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,44,0VDC,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,44,0VDC,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,44,0VDC,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,44,0VDC,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,44,0VDC,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,45,CHASSIS_GND,Power,1,-1,-1,,,12-201473-01,,,
J1,09665116502,46,CHASSIS_GND,Power,1,-1,-1,,,12-201473-01,,,
J1,09665116502,47,CHASSIS_GND,Power,1,-1,-1,,,12-201473-01,,,
J1,09665116502,48,CHASSIS_GND,Power,1,-1,-1,,,12-201473-01,,,
J1,09665116502,49,N/A,N/A,1,-1,-1,,,12-201473-01,,,
J1,09665116502,50,CHASSIS_GND,Power,1,-1,-1,,,12-201473-01,,,
J1,09665116502,51,CHASSIS_GND,Power,1,-1,-1,,,12-201473-01,,,
J1,09665116502,52,CHASSIS_GND,Power,1,-1,-1,,,12-201473-01,,,
J2,09665116502,1,NetJ2_1,N/A,1,-1,-1,,,12-201473-01,,,
J2,09665116502,1,NetJ2_1,N/A,1,-1,-1,,,12-201473-01,,,
J2,09665116502,1,NetJ2_1,N/A,1,-1,-1,,,12-201473-01,,,
J2,09665116502,1,NetJ2_1,N/A,1,-1,-1,,,12-201473-01,,,
J2,09665116502,1,NetJ2_1,N/A,1,-1,-1,,,12-201473-01,,,
J2,09665116502,1,NetJ2_1,N/A,1,-1,-1,,,12-201473-01,,,
J2,09665116502,1,NetJ2_1,N/A,1,-1,-1,,,12-201473-01,,,
J2,09665116502,1,NetJ2_1,N/A,1,-1,-1,,,12-201473-01,,,
J2,09665116502,1,NetJ2_1,N/A,1,-1,-1,,,12-201473-01,,,
J2,09665116502,1,NetJ2_1,N/A,1,-1,-1,,,12-201473-01,,,
J2,09665116502,1,NetJ2_1,N/A,1,-1,-1,,,12-201473-01,,,
J2,09665116502,1,NetJ2_1,N/A,1,-1,-1,,,12-201473-01,,,
J2,09665116502,1,NetJ2_1,N/A,1,-1,-1,,,12-201473-01,,,
J2,09665116502,1,NetJ2_1,N/A,1,-1,-1,,,12-201473-01,,,
J2,09665116502,5,NetJ2_1,N/A,1,-1,-1,,,12-201473-01,,,
J2,09665116502,5,NetJ2_1,N/A,1,-1,-1,,,12-201473-01,,,
J2,09665116502,5,NetJ2_1,N/A,1,-1,-1,,,12-201473-01,,,
J2,09665116502,5,NetJ2_1,N/A,1,-1,-1,,,12-201473-01,,,
J2,09665116502,5,NetJ2_1,N/A,1,-1,-1,,,12-201473-01,,,
J2,09665116502,5,NetJ2_1,N/A,1,-1,-1,,,12-201473-01,,,
J2,09665116502,5,NetJ2_1,N/A,1,-1,-1,,,12-201473-01,,,
J2,09665116502,5,NetJ2_1,N/A,1,-1,-1,,,12-201473-01,,,
J2,09665116502,5,NetJ2_1,N/A,1,-1,-1,,,12-201473-01,,,
J2,09665116502,5,NetJ2_1,N/A,1,-1,-1,,,12-201473-01,,,
J2,09665116502,5,NetJ2_1,N/A,1,-1,-1,,,12-201473-01,,,
J2,09665116502,5,NetJ2_1,N/A,1,-1,-1,,,12-201473-01,,,
J2,09665116502,5,NetJ2_1,N/A,1,-1,-1,,,12-201473-01,,,
J2,09665116502,5,NetJ2_1,N/A,1,-1,-1,,,12-201473-01,,,
J2,09665116502,6,NetJ2_1,N/A,1,-1,-1,,,12-201473-01,,,
J2,09665116502,6,NetJ2_1,N/A,1,-1,-1,,,12-201473-01,,,
J2,09665116502,6,NetJ2_1,N/A,1,-1,-1,,,12-201473-01,,,
J2,09665116502,6,NetJ2_1,N/A,1,-1,-1,,,12-201473-01,,,
J2,09665116502,6,NetJ2_1,N/A,1,-1,-1,,,12-201473-01,,,
